,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
10762,10763,__label2__,5,N,Books,1612183123,Trail of Dead (Scarlett Bernard),"Great Characters, Excellent Story","Trail of Dead is the second Scarlett Bernard Novel.  I read and reviewed the first novel, Dead Spots, in October of 2012.<br /><br />Sometimes a second book is a let down.  That is not true of Trail of Dead.  If anything it is even better that Dead Spots.  One of the things that struck me this time was how two different authors can take the same premise and write books that are completely different.  In the Alexia Tarabotti novels by Gail Carriger Alexia can negate supernatural powers or when near vampires and werewolves they become normal humans.  Scarlett does the same but the stories and characters are completely different.  The fact that it took me two books to even make the comparison is proof of that.<br /><br />The world building was done in Dead Spots.  The main characters are the same. Jesse, Scarlett and Eli are all part of the story but the focus has moved from Jesse and Eli to Scarlett.  Trail of Dead builds from the foundation laid in Dead Spots.  Again the writing is excellent, the plot well developed, the characters well drawn and tension builds to a satisfying conclusion.  Again, there were some unexpected twists and turns.  This book was based on a problem character from book one.  That character is now gone.  Trail of Dead could be the last Scarlett Bernard Novel but I am hoping that I saw a small set up for the next book.  I will certainly be on the look out and hoping that the series will continue.<br /><br />Trail of Dead is scheduled for publication June 4, 2013.  I received an advanced reader's copy review copy of Trail of Dead from Amazon Vine.  You should pre-order your copy now."
10832,10833,__label2__,4,Y,Books,1595231072,Unintimidated: A Governor's Story and a Nation's Challenge,Insights Into the Man and His Methods,"I will first note that I think Scott Walker is a 5 star governor based on his record as of this review.  Having said that, this is a book review - not a review of Scott Walker - so I've downscaled it to 4 stars based on the book itself.  The book discusses the challenges and controversy of passage of Act 10 in Wisconsin, as well as many other reforms instituted by Walker and the Republican majority in response to a budget crisis in 2010.  The book lags and repeats in spots, but is generally well written and easily read.  His principles and approach are well documented, and his positions as well as prescriptions are well articulated at a macro-level.  The book coveys the palpable tension of the 2011 protests and their aftermath.  As Walker begins to contemplate a run for President in 2016, it is important to be informed - and this book will give you some insights into the man and his methods."
10838,10839,__label2__,4,N,Books,803738552,Counting by 7s,A beautiful story - a no spoilers review,"This is one of the most beautiful stories I've read in a long time. It's about a 12 year old girl named Willow who looks and acts different from typical girls her age. She's a genius but the quirks don't stop there. She gets joy out of counting by sevens and is obsessed with medical symptoms and diagnoses of diseases. After disaster strikes, Willow has to find a way to cope with the motley group of people she unexpectedly finds herself among.<br /><br />This book has all the making of a Newbery gold medalist: strong character development, a lovable and unique protagonist, a death (but it happens early so it's not a depressing book), well written prose and unexpected hilarious moments interspersed. I really enjoyed it and hope it gets at least some recognition by way of awards.<br /><br />That said, even though I think it's an excellent book, I am dubious that the target age group would enjoy it. The beginning is slow and, due to the early death, was hard to get into. There were days I didn't want to pick it up because I didn't want to read about grieving. Once I got past that, I was eager to open its pages. But I can't help but think that adolescents would not be as tenacious with their reading. Also, there aren't any heart-racing moments where the excitement peaks. This is a book to savor and to relish, not to grip with white knuckled fingers at 2am.<br /><br />But personally for me, an adult, I was enchanted by it and am glad to have read it.<br /><br />P.S I know I mentioned the death but since the product description mentions it, I didn't consider it a spoiler."
10839,10840,__label2__,5,N,Books,61869716,The Lying Game,Love!,"Sara Shepard does it again. Seriously, I'm in love with this series too.<br /><br />If you like PLL, you're most likely going to be a fan of this series as well. SS is able to keep you guessing the whole time, and by the end of the book you only want more. I stumbled across this entirely by accident, and now I'm reading my way through the series. I won't post any spoilers, but it's different...yet the same as PLL. You're going to want to know who did it, but you won't be able to figure it out. The clues will keep you guessing, and the plot twists will make your heart race. You'll love some of the characters, then hate them... and then love them again. It's awesomely fun to read, and I can't wait to get the next one!"
10849,10850,__label2__,1,N,Books,761452915,Exiled: Memoirs of a Camel,"a bit mature for children, and heavy on Islam indoctrination","I was torn on how to review this book. On one hand, the book is a page turner, but as a children's book (or at least children's reading level), it's hard not to be a page-turner... on the other hand, the references to the Q'uran and Allah were nearly on every single page. It was over the top. I do not have a problem with children being exposed to other cultures or other religions - but this was not exposure - this was non-stop praise for Allah. Each chapter opens with a quote from the Q'uran and nearly every page has either a person or a camel praising Allah. I don't know if it was put in there to try to add realism to the story, but it was so emphasized, it made itself way too obvious. It was a distraction to the story. I was interested in reading this book when I read the description because of the history of the US Camel Corps. I had never heard of this experiment in American history and was intrigued by the story. The camels were captured and sold in Egypt to the US government - so I get the names they used - many of which were the authentic names of actual camels and people involved in the Camel Corps. The camels bowing to pray to Allah was a bit much. Even without the non-stop indoctrination (seriously - nearly every page), the content was a bit intense for young readers. The book is listed as for grades 4-8. Even without addressing the all-Allah-all-the-time references, the subject matter seems to be beyond what I'd feel comfortable with even a 7th grader reading. Camels mating, camels killing each other, and the Egyptian cameleer anxious to go into town to get to the prostitutes. Seriously? I'm not sure what the editors were thinking and why they didn't rein some of this in. The story of the US Camel Corps is one that needs to be told - I just think there's a better way to tell this story to young children. When looking at the book as a whole - it's goal to tell the story to children, it fails as it is too mature and heavy on religious indoctrination - whether or not that was the intent of the author."
10871,10872,__label2__,5,N,Books,738713813,Gem of a Ghost (A Ghost of Granny Apples Mystery),Emma and Granny Face Dangers of Flesh and Ghost,"Emma is surprised to get a lunch invitation from Joanna Reid.  The two had never been close and hadn't spoken since her husband died a few years before.  Joanna is convinced that her late husband, Max, is haunting her and wants Emma to make him go away.  A few hours later, Emma learns that Joanna's daughter Lainey is in a mental health facility after three attempts to commit suicide.  Lainey and Emma's own daughter are good friends, so Emma pays the young woman a visit.  After the talk, Emma thinks that a ghost might be involved in Lainey's attempts on her own life.  But is it Max or someone else?  Can Emma figure out the cause in time to keep Lainey safe?  I've enjoyed the previous two books in this series, and this was the strongest yet.  The characters, both living and ghostly, are vivid and pull you into the story.  There were times some of the characters were doing some stupid things, but even then I usually felt sorry for them.  The plot moves forward on two levels involving the present and the past.  Both mysteries are compelling, although I usually found myself more involved in the modern mystery.  Yet the historic mystery packed a real emotional punch in the end.  There was a sub-plot I didn't like because Emma was being stupid and complicating her life.  I'll be looking forward to seeing how that gets resolved in future books.  This is a compelling read with great characters that will keep you turning pages until you reach the end."
10904,10905,__label2__,5,N,Books,1465420479,Dinosaur!,Fantastic Smithsonian Collaboration about Dinosaurs and Other Fantastic Natural Creatures,"It's a coffee table sized book packed full of natural history with brilliant color illustrations and loads of fascinating  facts based on recent scientific discoveries.  I remember getting toy plastic dinosaurs when I was a child and they were all grey or brown with hard smooth skins.  Now some have the colors of birds (or lizards), feathers and other structures that are considered more useful for mating displays than any other purpose. Beginning with a brief exposition of the evolution of animals with backbones, the book goes from the Triassic to the Cenozoic (the rise of the first large mammals)<br /><br />Not just fascinating facts about dinosaurs, but also information about creatures that don't get a lot of attention, like Titanoboa, a gigantic South American snake that was as long as a school bus. There's also the two and half meter tall flightless bird and the Andrewsarchus.<br /><br />I've had this on book on my desk for a week now and it never fails to catch the attention of the numerous adults who wonder through.  They inevitably pick it up and I've had to rescue it a couple of times from being carried off by rapt readers.<br /><br />This one is mine, but I know a couple of dinosaur obsessed children who are going to get copies as holiday gifts.  I thoroughly recommend this book."
10905,10906,__label2__,3,N,Books,1450469698,"Tennisology: Inside the Science of Serves, Nerves, and On-Court Dominance","Of interest, but nothing special","This is interesting, but it is aimed at players far more advanced than I was back in my tennis playing days.  It's worth a look, but it doesn't have that much value for the average recreational player."
10929,10930,__label2__,4,Y,Books,052157675X,"Inequality, Democracy, and Economic Development",Inequality and democracy: A linkage?,"Manus Midlarsky has edited a book based upon a conference on the impact of inequality on democracy. There are 12 chapters in this book (plus an introduction). The chapters take differing looks at the linkage of inequality with democracy. Some are more qualitative, others more quantitative. There is even an effort to use quantitative techniques to analyze Athenian democracy!<br /><br />One of the more interesting chapters is an essay by Edward Muller, in which he statistically analyzes the relationship on inequality to democracy (chapter 5). In several tables reported in this chapter, he finds that greater inequality is associated with lower scores on a democracy index across countries. Another chapter (by Ember, Ember, and Russett) indicates that greater inequality goes with less voice from citizens.<br /><br />Other chapters take a more exotic approach.<br /><br />However, in the end, this is a fascinating, although somewhat idiosyncratic work, on an important subject."
11022,11023,__label2__,5,Y,Books,578051249,Duped America: How Democrats And The Mainstream Media Have Duped The American People And Are Harming Our Country,Memory Lane,"This book chronicles misstatements and misjudgments by ""dimocrats"" over the last few years.  The negative reviewers will have real problems trying to label these things false, they are not.  I had forgotten many of the things Mr. Bernstein brought up, as they seem to just disappear under the rug.  In fairness, someone could probably do the same thing using accurate reporting on Republican faux pas, but I sincerely doubt they would be as egregious."
11024,11025,__label2__,4,N,Books,62190458,Queen of the Dark Things: A Novel,A nice read if you read the first book for the backstory.,"I'm a huge fan of fantasy, so I really enjoyed this book. I thought that the character development was pretty good and the story was interesting. It did get a little hard to follow in places and you really need to read book one before you read this book in order to get the back story. If you read the first book first, then the second book is better. But trying to read the second book without reading the first gives the book a bit of a disjointed plot.<br /><br />I recommend reading the first book before reading this one. I liked it enough that I will be reading the 3rd book in the series."
11030,11031,__label2__,5,N,Books,1594204993,Redeployment,Outstanding Short Stories,This book is a series of short stories detailing the lives of various workers in Iraq and Afghanistan. They live with boredom and violence in the places they are assigned to and then are expected to come to the US and live a &#34;normal&#34; life with people who have no idea of their experiences. Very insightful.
11038,11039,__label2__,5,N,Books,373893051,The Delight Gluten-Free Cookbook: 150 Delicious Recipes,Here's the recipes I tested and info on the special features in this cookbook. It's now a must-have for my gluten-free cooking!,"With 2 members of the family who are gluten-free,  I'm always searching for new and innovative recipes. Whether you're experienced or are new to gluten-free cooking, this book would be among my top 3 choices - not only for the recipes ( you can check out the ones I tested and the results below) but some unique special features. There are instructions on how to prepare several special flour mixes.. There is also comprehensive information about many  other aspects of gluten-free living. This is an impressive resource.    A major asset of this book are the instructions for creating  3 special baking flour blends, each with special advantages. There is the Basic Gluten-Free All-Purpose Homemade Flour Blend. Then there is  a High- Protein and Fiber All Purpose flour blend as well as another option-  a High-Protein, Low -Glycemic Flour blend.     These special mixes do NOT appear on any store shelves and are only in this book.    Listed below are the results of a round of testing recipes and the results.  Below that is a section on the special features of this book. The author is an active member of the advisory board of the Celiac Disease Program at Children's National Medical Center as well as the executive editor of Delight Gluten-Free magazine.    I do think it is important to note that if you are following a low-calorie or low-fat diet, you will need to keep a CLOSE eye on the calorie and fat counts per serving. Many are high. Even so, I found that by making a few simple substitutions . I could  lower calories and fat to acceptable levels. However, the recipes I tested for this review have NOT been altered or tweaked from the original instructions.     Also, there are a fair number of recipes here that are reasonably low in calories. These include: Veggie Pizza, Crab and Oyster Mushroom Bisque, Gazpacho salad, Spiced Kale Chips, Stuffed Mushrooms (Lemon, Ricotta and Kale filling)    On to the recipes:    Here's what we made on Day 1: We started with Herbed Hummus, anice mixture of garbanzo beans, tahini, olive oil, lemon juice, basil leaves, cilantro leaves, parsley, chives, and garlic. It was incredible, eaten on its own or served with gluten-free crackers. This is a recipe which is easily tweaked a bit so if you hate cilantro, as some do, add a bit more parsley or adjust to taste. We followed the recipe just as written. We devoured it within an hour.     Next on the agenda? Another appetizer, Baked Potato Chips with Parsley, Garlic and Sea Salt. This is an easy snack recipe to prepare and clean-up is minimal, especially if you have parchment paper on hand to line the baking sheets (as recommended by the author) These chips could also be a side dish with dinner. They had a nice depth of flavors, and the simple additions of garlic and parsley were just the right touches. You can modify this one easily to accommodate your favorite spices.     Moving on to dinner: we made Green Beans with Tomatoes, Garlic, and Onions. We had fresh green beans and tomatoes waiting to be used. It took less than 15 minutes to pull this one together (not counting time to remove the ends from the fresh green beans) . Fresh green beans, onions, garlic and a touch of red pepper flakes. Delish!    Then came Pan- Seared Chicken Cutlets with Mushroom Gravy. Took minutes to make and the gravy turned simple  chicken cutlets into a gourmet dish.    We wanted a simple dessert for the meal's finish so we went with the Flan de Coco, easily made with staple ingredients found in our refrigerator and pantry. Very satisfying.     We didn't have time to cook many breads except for quick breads. The Peach Yogurt Quick Bread was a smash hit - as were the Oatmeal Pancakes and the Buttermilk Cheddar Breakfast Biscuits. I'm particularly interested in seeing how the sandwich bread turns out and will update this review then. To be honest, by the time we got to breads  I was feeling too tired to tackle more.    Special features of this cookbook: In addition to the standardinfo about foods which contain gluten, there is an extensive list of gluten-free ingredients, safe food additives, unsafe foods,etc. The info on Food Labeling Laws in the United States was helpful for me as well as special tips on ""Navigating the Grocery Store for Home Cooking"" ."
11096,11097,__label2__,3,N,Books,62284576,The House on the Cliff: A Novel,"Okay, not great, read.","What really drew me to this novel was the advertised gothic atmosphere and psychological suspense. What kept me from enjoying it was the main character, Jessica. She isn't exactly the best therapist and it really shows on every page. The pacing is good, the story is interesting, albeit with a lot of different elements thrown in to make it seem more &#34;gothic.&#34; It just felt too forced for me in the end."
11139,11140,__label2__,4,N,Books,193930900X,Gangsterland - Ink Portal Adventure #1,Very cool book!,"I received a free copy through Goodreads First Reads.<br /><br />This book was just ok for me. But then I am not the target audience. It was will written and liked the concept, just not thrilling for me. So, to give it a better review I gave it to my nephew who is a 12 yr boy and very mush in the target audience. He really enjoyed it. He loved the comic book angle and found story thoroughly entertaining. He like the lead and thought it was great fun to read. So, I gave his star rating instead of mine!!"
11143,11144,__label2__,5,Y,Books,193324125X,My Book of Mazes: Animals (Kumon Workbooks),Big Fan,"I've been impressed with the quality of Kumon workbooks. These animal mazes are fun and increase in complexity. They are easier in the beginning and my 3 year old son breezes through them. This is a great purchase and if your child loves mazes, he/she will certainly love this Kumon Animal Maze book."
11180,11181,__label2__,4,N,Books,61779741,Sacre Bleu: A Comedy d'Art,"More please, Mr. Moore!","I have been a fan of Christopher Moore for quite a while now, and have read nearly all of his books - and some of them more than once. He creates wonderful characters and injects them as well as the plot and dialogue with his great sense of humour. Sacre Bleu may not have been the funniest of all of his novels to date, but it certainly still made me laugh!<br />I was hooked from the very premise - I studied art history in college, and had a lot of fun seeing cameo appearances of all of my favorite Impressionist painters (and really, a co-starring role by some of them!). It was a really fun book, with a zany plot and terrific characters. I recommend saving it for the perfect ""blue"" day to brighten your mood!"
11247,11248,__label2__,5,N,Books,1558328270,"Marinades: The Quick-Fix Way to Turn Everyday Food Into Exceptional Fare, with 400 Recipes","Fantastic, diverse, easy to use!","I cannot recommend this enough.  This is a beautifully organized, clearly written cookbook for just about every kind of marinade you could want, and it also provides you with the framework for making your own marinades, should you wish to do so.  Some of the ingredients, while just a bit out of the ordinary, are not impossible to get and certainly aren't cost-prohibitive.  Of course, not all marinades work equally well with meat/fish/poultry, so Lucy Vaserfirer has made things all that much easier for us by recommending which critters (and which cuts) work best with each particular marinade.  She also has marinades which work well for vegetables.<br /><br />Calling this a 400-recipe cookbook is a bit silly.  There are 200 marinade recipes and regular recipes which seem also tacked on as an afterthought.  But who cares?  200 different marinades is more than sufficient to make this cookbook a must-have for your kitchen library."
11310,11311,__label2__,5,N,Books,054402589X,Jesus: The Human Face of God (Icons),Fascinating and Refreshing Look At Jesus,"&#34;Jesus: The Human Face of God&#34; by Jay Parini is really a book that anyone with any interest or curiosity in Jesus would find interesting. No matter what you believe or not believe about Jesus, Parini brings things about this religious figure to light that I was never aware of which explains more about what his teachings meant and who he was.<br /><br />Jesus was a deeply religious Jew who was influenced from a number of Eastern AND Western religions. Taking this into consideration it gives us a different view and interpretation of what he meant by his words, actions, and teachings. The book actually has me interested in studying more about who this Jesus was.<br /><br />A fascinating and refreshing look at Jesus."
11326,11327,__label2__,5,N,Books,1118846087,DSM-5 Essentials: The Savvy Clinician's Guide to the Changes in Criteria,Better priced than a day long professsional training.,"Earlier, I took a day long training on the DSM V changes.  Many of us left rather confused and our heads were hurting.  I knew that I would need further training and reading.  Fortunately Reichenberg's book fits both of those requirements.  I like how well she breaks down the new DSM changes and provides insight as to the reasons for the changes and justifications along with some of the controversies.  I will still look for in-person trainings, but I don't think I will need the Excedrin too."
11473,11474,__label2__,5,Y,Books,794421040,Fisher Price Little People We Can Build It! (Boardbooks - Board Book),mrd,"I love all the Fisher Price Little People books,but Iam not happy that the size of these books is so small,and not like the other books of Littke People."
11488,11489,__label2__,4,N,Books,1905239904,Doctor Who: Betrothal of Sontar,More Adventures with Rose and the Tenth Doctor,"This book collects the Tenth Doctor's first comic book stories, with all but the last one having Rose as his companion. The strips originally appeared in Doctor Who Magazine Issues 365-380 and the the 2007 Doctor Who Story Book.<br /><br />The Betrothal of Sontar (365-367): The first 10th Doctor comic book story and the titular story from this collection finds the Doctor on an arctic world where a bunch of deviations in the Sontarans have a base far from the action of the war and under the command of a purebred Sontaran who ends ups using the Doctor to find a doomsday weapon. This is actually the weakest story in the book. It's a Sontaran story where no one acts like a Sontaran. The purebed Sontaran has a mustache and sits around alone with his chest plate off revealing a hairy chest and wears fur shoulder pads. Even with a generic alien, this would be an average story. For bungling the Sontarans, it's a notch below that. Grade: D+<br /><br />The Lodger (368): The Doctor is stuck on Earth and living with Mickey for a spell. The story is fun and does a nice job putting the Doctor into a unique situation. Roberts would later take the idea of the comic and make it a TV script for the 11th Doctor. You'll find the barebones of the idea here but other than the Doctor being good at soccer, little of the plot crosses over. Grade: A-<br /><br />F.A.Q. (369-371): This is a story that actually is reminiscent of &#34;Fear Her&#34; (a story that aired in the same series as the comic strips),  so it's weird the magazine ran this one.  The story is better than &#34;Fear Her&#34; but the similarities are striking. At any rate, the Doctor and Rose arrive in a block where weird things are happening and people are disappearing and strange things start happening including mysterious disappearance and three boys being turned into trees. It all seems to center on a boy and is sister. This story twists around like a pretzel, it's very clever and rich with a lot of emotion, psychology, andmisdirection at work. The commentary in the back reveals the real life modeling of the characters which makes the story even more enjoyable. Great concept and really good execution. Grade: A<br /><br />The Futurists (372-374): This is the type of story you see in comics, audio, and novels, but never on the TV series as we have a story based on an obscure fact of history, sprinkle in sci fi and enjoy. In this case, the Doctor and Rose land in Italy between the Wars where the Futurists are beginning a movement that would become Italian fascism. An alien transports one of these Futurists back in time and gives him the chance to conquer the world. This is a wonderfully researched story that has several great twists in the final parts. Mike Collins art is great throughout the book (excepting some of the Sontaran designs in the first story of course.) but this is his best work in the book. I love his drawings of 1920s Italy and the clothing for the era is superb too. There's also a few nice humor bits sprinkled throughout.I loved Rose showing the psychic paper to an illiterate soldier. Grade: A+<br /><br />Interstellar Overdrive (375-376): The TARDIS lands on a tour ship featuring a zombified singer leading a band of misfit has-beens. Of course, there's a murder mystery and a few nice end-jokes. The Time Loop that's a big plot device for the cliffhanger is a bit weak as the Doctor and Rose remember everything which serves to expedite the time loop solution but also isn't really how those things should work. Still, this is a fun story. Grade: B+<br /><br />Opera of Doom (2007 Doctor Who Story Book): This story finds the Doctor taking Rose to the opera where strange things are afoot and an alien eats music. This is a story that's too short but that's really the fault of the BBC which demanded a shorter length to protect its Doctor Who Annual and that hurt this tale. It could have done with a few more pages, but it's okay as is with a nice comic and some good lines. Grade:B<br /><br />The Green Eyed Monster (DWM 377): In Rose's final comic story, writer Nev Fountain decided to play with the idea promoted by many that Rose and her crew were kind of poor and trashy where Rose's adventures with the Doctor and one adventure in particular are fodder for a Jerry Springereseque Daytime talk show. This strip not only gets Mickey in, but also Jackie and in a quiet unusual way. Fountain manages to gently poke fun at some of Doctor Who's tropes as an alien princess tells the Doctor, &#34;Our scientists have been mystified as to why our planet is solely populated by stunningly attractive with physical ages of eighteen to twenty.&#34; The strip does a lot in 10 pages, playing with Rose's jealousy of other women around the Doctor, perceptions of the Tyler family, and even works a riff of Peter Davison's famous line from the Fury of the Deep. Nicely done. Grade: A<br /><br />The Warkeeper's Crown: The only visual teaming of the Brigadier and a revived series Doctor finds the Brigadier kidnapped from a Remembrance Day ceremony in full uniform. He arrives to find he's being asked to lead a war-like species into battle because he's the greatest military leader the Doctor knows. They also kidnap Mike Yates, however instead of the Brigadier's former UNIT aide, they kidnap a back bench member of parliament whose kind of petty. There are a few confusing points in the plot, but this is ultimately a love letter to the Brigadier and it works. It's a great dynamic between the post-time War Doctor and the Brigadier as the Brig realizes that the Doctor has been a war. Good stuff.  Also, a key moment from the Series 8 finale may have had its genesis in the last page of this comic. Grade: A-<br /><br />With the exception of the first story, I found most everything else in the book to be thoroughly enjoyable. There are some great concepts. Even though, many of these were planned with very little known of the 10th Doctor they captured the character well. Rose was usually pretty good, though she did occasionally become a bit of a comic foil. This is a very solid volume of comics from Doctor Who magazine that's a must read for fans of the 10th Doctor."
11507,11508,__label2__,1,N,Books,61558249,The Strain,a strain to read,"ooofta.  i'm surprised how many people actually like this thing.  over long, predictable pacing are two reasons to hate this book.  i hear this has been made into a series.  for tv this might work as this is nothing but a script set out like a novel.  what's frustrating to read is all the characters and backstories.  each character story starts out and then when something dramatic is about to happen, it goes into another story.  while this works for televsion commercial placement, it's horrible reading.  you never get into the characters, the characters are not likeable, and the action sequences are taken right out of the Buffy universe.  and this is part one of a trilogy?  ugh.  i got this for a buck at a used book store.  get it from the library, garage sale, or used.  if you pay full cover cost, you'll want your money back."
11519,11520,__label2__,5,Y,Books,789489392,Herbs & Spices: The Cook's Reference,I grow my own herbs year round so I'm prejudiced ...,I grow my own herbs year round so I'm prejudiced and use them in most of my cooking.<br />Mountain Man
11537,11538,__label2__,5,N,Books,615545424,Paris-Chien: Adventures of an Ex-Pat Dog,Delightful Children's Book,This is a delightful children's book about a dog who ends up in France but does not know the French doggie language or culture.  Gradually he learns and makes friends.  I loved reading it and I intend to read it to children whenever I have the chance.
11541,11542,__label2__,5,N,Books,1450808581,Sesame Street: The Itsy Bitsy Spider,"doesn't play a song, the sounds augment the story","This does not play itsy bitsy spider, so don't get it if you want that.  It lets kiddo and you pick sounds to go with each page of the book.  The ants march, the grasshoppers boing, that kind of thing.  There are some lift up flaps.  It's short and not complicated, perfect for 12-24 months.  Grover is in the book too, the combo of Elmo and Grover is super cute as they try to find where the itsy bitsy spider lives and meet other insects along the way."
11545,11546,__label2__,3,N,Books,1612183727,The Well of Tears (The Dream Stewards),Shoots for epic. Doesn't quite make it,"This is a fairly entertaining retread of familiar territory, and I did find parts to be extremely moving (especially when dealing with loss).<br /><br />However, the book failed to impress me for a number of reasons:<br />1/ A slew of cliched situations and plot devices (ancient prophecy, circle of power, unnamed evil afoot, etc. )<br />2/ The characters were entirely one dimensional, and it was apparent at first encounter who was good and who was evil. No shades of grey.<br />3/ Each character's motivation was similarly obvious. Greed/power for the evil, and duty/honor for the good.<br />4/ The major plot line was extremely weak, was resolved with minimal fuss, and ended with a just-as-weak cliffhanger.<br /><br />This is not epic GRRM, and neither is it even close to the more mass market efforts by Goodkind. What it is, is a lazy read with minimal fuss and excitement, that won't raise your pulse rate as you read it.<br /><br />I gave it 3 stars for writing style, 2 stars for content, and rounded up.<br /><br />Happy Reading!"
11560,11561,__label2__,5,N,Books,147673190X,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,Incredibible Read!!,"This is an incredible story. Jeff Hobbs has written a superb work of non fiction that works on so many levels. This is an American Tragedy ... a gifted young man, desparately trying to escape the throes of poverty. Mr. Peace was Mr. Hobbs' college roommate at Yale so this tale is very personal to him. I found myself thinking of &#34;The Wire&#34; and how hard it is for a young black man to escape the street. OUTSTANDING READ!!"
11592,11593,__label2__,4,Y,Books,785192336,X-Men Volume 4: Exogenous (Marvel Now),Space Adventure for the X-Men,"Collecting: X-Men (2013) #18-22<br /><br />In the previous adventure, [[ASIN:0785189726 X-Men Volume 3: Bloodline]], the all-female X-Men's adventure was rooted firmly on planet earth.  In this book, the ladies are in space.  Earth's space based defense agency (SWORD) is under attack after Deathbird is rescued.  A crazy group of gene-splicing aliens called the Providian Order have made custom bad guys out of Brood and Skrull warriors. They will stop at nothing to take Deathbird back with them.<br /><br />The Providian Order's minions aren't the only ones hunting Deathbird.  The Shi'ar become unlikely allies of the X-Men as Rachel Grey's family history collides with that of one of Shi'ar counselors.  I was glad to see Rachel's past getting a little more development in these issues because she is a strong character.<br /><br />These issues create a self-contained story, so readers can pick this volume up without reading the prior episode and they won't have to wait until the next installment for the conclusion.  This all-female has a great line up that includes Storm, Psylocke, and Rachel Grey, And the 'all-female' angle seems to promise something different for an X-team.  Unfortunately, the all-female team engages in pretty run-of-the-mill superhero adventures.  That is to say, while the premise of an all-female casts promises something unique, this comic delivers a pretty standard plot.<br /><br />If you like X-Men and especially if you like X-Women, this volume will appeal to you.  There is plenty of action and outer space excitement.  I keep waiting for that 'something special' that really defines a female x-team, but I never quite get it.  I will continue following this series because I really enjoy the characters and the idea behind the group has tremendous promise.  The next adventure for this X-team can be found in [[ASIN:0785197265 X-Men Vol. 5: The Burning World]]"
11624,11625,__label2__,2,N,Books,385538650,"How to Be Parisian Wherever You Are: Love, Style, and Bad Habits",That second star was 'iffy'...,"Good quick reads as to ‘how to’ and ‘why’<br />…be Parisian<br />…French women don’t get fat<br />…Mediterranean women don’t get fat<br />…raise your children in the French fashion<br />have always been somewhat fun, a bit informative, as well as good conversation with your girl friends.<br /><br />However…<br />‘How to Be Parisian Wherever You Are…Love Style and Bad Habits’ is not any of the above.<br /><br />Among my French friends and acquaintances there is a diversity of style, thought, ethics and morals.<br /><br />As with any culture, there may be a definite trend in some cases but breaking it down…we are individuals.<br /><br />My personal opinion:<br />The Parisian way as depicted in this book is nothing I would wish to emulate, except for a few general points of interest that were no real revelation.<br /><br />I would not wish to follow in their footsteps, nor would I seek out friends who embraced this often trite, distant, pouting, smoking, on stage (despite the claims not to be) group."
