,Unnamed: 0,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT,DEGREE_0.25,DEGREE_0.50,DEGREE_0.75
364,10797,10798,__label2__,5,N,Grocery,B00JAHGIVO,Snow's Bumble Bee MINCED CLAMS in Clam Juice 6.5oz (18 Pack),Tasty clams,"Recently we were making a recipe that called for minced clams. We've used other brands of canned clams before for similar purposes. This time we decided to try Bumble Bee. We were glad we did. The taste and texture of the Bumble Bee clams is definitely superior. And the juice in which they come is rich and tasty. The clams are finally chopped, which is what one wants in a minced-clam recipe. From now on we plan on buying the Bumble Bee brand.",681,648,140.0
365,10824,10825,__label2__,5,N,Grocery,B00KGUQDKA,"Tattle Tea English Breakfast Black Tea Blend, 5 Ounce",Great brand!,"There are few joys I adore more in this world than loose leaf tea. I've been very impressed with Tattle Tea in the past, and though I'm more of a Green Tea or Oolong kinda gal, I gave the English Breakfast Black Tea a try and was IN LOVE.<br /><br />The tea is great quality (not just little bits and pieces but legit loose leaf), smells amazing and tastes delicious. Very smooth and though the bag makes it seem like it's absurdly strong, it's the strength you'd expect from an English Breakfast Black Tea.<br /><br />I'll definitely be buying more Tattle Tea in the future!",682,650,227.0
366,10880,10881,__label2__,5,Y,Grocery,B0053PJ1CK,"Raw Revolution 100 Spirulina Dream Organic Live Food , 0.8 oz, 20- Count Bars.",Very Tasty and Nutricious Snack,"This was my first taste of Spirulina and it is very tasty.  This bar is great as a snack, or for breakfast with an energy drink.  It has just enough calories that with a drink it can serve as a meal replacement and is full of nutrition.  Recommend it for anyone new to Spirulina cause I have tried other Spirulina bars that are not as novice friendly.",682,662,207.0
367,10898,10899,__label2__,5,N,Grocery,B00DBSG80O,"Cheez-It Cracker Cup, White Cheddar, 2.2 Ounce (Pack of 10)",Cup container is handy for snacking while driving,"These Cheez-It cups are very handy when you want a snack while driving. I find it's easier to reach into the cup and grab a few crackers than into a bag, while trying to keep my eyes on the road. The Cheez-It cup fits into my car's large cup holder, so it's within easy reach and I don't spill them everywhere. The white chedar crackers are milder than the original cheese flavor, but still taste just as great.<br /><br />I like the size and find these are a great teen/adult size snack. We have all kinds of snack packs in our pantry, since I buy for my kids school lunches. They're all quite small. They are usually even smaller than you would get out of a vending machine. I like the larger size of these cups, since generally when I want a snack, it's because I'm really hungry and didn't have time to eat anything. I'd rather just take one 2 oz cup like this with me than 2 or 3 little tiny kid's lunch baggies. I like the size. Perfect for when you're on the go.",682,614,93.0
368,10906,10907,__label2__,5,N,Grocery,B009AZTRUK,Buttered Popcorn Jelly Beans - 7.5 oz Gift Bag,An acquired taste.,"[[VIDEOID:2fe67150b591a2bb74ef4ff9b5c879ec]] 🎥 Video review. 🎥<br /><br />I recall from touring the Jelly Belly factory they mentioned ""Buttered Popcorn"" was the most popular flavor.  No joke.  (what they mean by ""popular,"" they may mean ""popular as in Lee Harvey Oswald was popular."")<br /><br />Pros:<br />✅ If you like these, you're instantly a part of a secret brethren. Few make it.  Many fail the test.<br />✅ Sweet.<br />✅ Salti-ish.<br />✅ Looks like popcorn.<br /><br />Cons:<br />🍅 9 in 10 people can't stand them.<br /><br />5/5 stars for the sake of simply being the most legendary, iconic flavor of all time.",682,644,64.0
369,10908,10909,__label2__,1,N,Grocery,B004ZYAXGI,"Nespresso OriginalLine: Rosabaya, 50 Count",Buyer beware - pricing out of line,"Nespresso makes GREAT coffee and GREAT machines. I switched over to a Nespresso machine 7 years ago and have never looked back. I save a small fortune every year by making my lattes at home.<br /><br />That being said, the Nespresso capsule offers posted here are from a third party who is putting a large additional margin on their price.<br /><br />You can order the same products online from Nespresso for approx $0.55 each (half the price here).",681,595,76.0
370,10922,10923,__label2__,5,N,Grocery,B00CTGNMIA,Boetje Dutch Mustard 8.5 OZ (Pack of 12),High-quality product,"Boetje's mustard is stoneground and definitely better than most of the mustard on the supermarket shelf. Because it is stoneground, it retains the texture of the mustard seeds (which gives it a bit of body and crunchiness). It has a genuine and strong mustard taste, but it is not obnoxiously spicy or hot. It's perfect for sausages and hamburgers. It's strong enough that it's not overwhelmed by sausages (even spicy ones) and at the same time it doesn't overwhelm a hamburger. It's all natural and contains no preservatives. Here's its ingredients: Water, vinegar, mustard seed, sugar, and salt.<br /><br />I originally became aware of Boetje's mustard while visiting Iowa. I'm glad it's now available here in eastern Nebraska.",682,614,95.0
371,10935,10936,__label2__,4,N,Grocery,B00CSS40N0,"Campbell's Slow Cooker Sauces, Tavern Style Pot Roast, 13 Ounce (Pack of 6)","The vinegar was too strong for my taste,","I do love Campbell's products,  so I will probably order the variety pack to try them all and give the Tavern pot roast to our food bank. The sodium wasn't an issue - I just didn't need to salt the dish. I am not a big mushroom eater so I was pleased to see the mushrooms were minimal, but the vinegar overwhelmed the garlic and mushroom - that was an unpleasant surprise.<br /><br />We make pot roast 6 times a year maybe more. simple recipe. we dry the meat with a paper towel, coat the meat with minced garlic and sear the meat in a cast iron skillet (or pot), then put in in the slow cooker/crock-pot with small potatoes and diced carrots with beef broth for 8 hours on high. So I ordered the Tavern style sauce as an alternative.",682,647,113.0
372,10954,10955,__label2__,5,Y,Grocery,B0047454TM,"Hershey's Easter Cookies 'n' Crème Eggs, 10-Ounce Packages (Pack of 4)",Creamy and Crunchy,"If you like Hershey's Cookies 'n Creme bars, it is safe to say that these eggs will melt your face off.  The thick shape allows for a perfect ratio of white chocolate to chocolate cookies.  The white chocolate has a creamy consistency and the cookies add just the right crunch.<br /><br />I can be a chocolate snob, eating super dark bars from fancy brands, but sometimes I crave this fun junk food.  I highly recommend it in eggy Easter form.",681,638,134.0
373,10973,10974,__label2__,3,N,Grocery,B00F9X5FT4,"Andria's Brush On Steak Sauce, 15 Ounce",Andria's Brush-on Steak Sauce Is More Like A Soy Sauce Gravy.,"ANDRIA'S BRUSH-ON STEAK SAUCE. 15 FLUID OUNCES (450 mL). Why this is called a steak sauce, is the question of the day. It tastes like a brown brisket (not the red corned beef brisket) gravy made from boiled down beef brisket meat juice, along with the strained carrots, celery and onions. The next time I cook a brisket and run out of gravy, I can always use Andria's instead. Andria's is not a steak sauce, it is a brisket style gravy, with added soy sauce. The label mentions marinating a steak in it, and brushing it on a steak during cooking. Maybe I will use it if I overcook a steak until it is dry and brown inside like a brisket, -otherwise, no thank you. Andria's is also a bit salty, and contains 400 mg of salt per tablespoon, about what you would get in a hotdog, and hotdogs are considered salty to begin with. People with high blood pressure and on a low salt diet may want to avoid this sauce altogether. Andria's also contains soybeans, giving it a bit of a soy sauce flavor. It might be suitable for use on Chinese food in place of regular soy sauce, but not for use on a steak. As far as I am concerned, this is fifteen ounces of expensive gravy or soy sauce. Be careful when pouring, as the bottle does not have a soy sauce shaker top, and you can easily dump it out all at once. The Nutrition Facts and INGREDIENTS as listed on the label are as follows:  Nutrition Facts: Serving Size 1 tbsp (15 g), Servings per container 30. Amount Per Serving: Calories 10 (Calories from fat 0), Total Fat 0 g (Saturated Fat 0 g, Trans Fat 0 g), Sodium 400 mg, Total Carbohydrate 2 g (Sugars 1 g), Protein 0 g.  INGREDIENTS: Water, Onions, Garlic, Wheat, Soybeans, Salt, Caramel, Carrots, Celery, Parsnips, Turnips, Parsley, Spices, Potassium Sorbate, and Potassium Benzoate, Phosphoric Acid, Dextrose, Silicon Diaxide added to preserve freshness (Dioxide? Their spelling mistake, not mine). Allergens: Contains Soybeans, Wheat, Dextrose.  The EXP date is stamped in black on the top of the white bottle cap.  If you walk down the supermarket aisle, and you see the label &#34;ANDRIA'S BRUSH-ON STEAK SAUCE&#34;, you naturally think that it is what it says it is, a steak sauce. You won't notice the fine print on the back label until you get home. I will type the label information exactly as it is on the back label: &#34;AFTER OPENING STIR WELL KEEP REFRIGERATED For Charcoal Broiling or Oven Broiling, Baking, or Grilling. Also add to Ground Meats, Stews, and Gravies. Can be Used as a Microwave Browning Agent. BRUSH-ON Before and During Cooking Beef, Chops, Hamburger, Roasts, Meat loafs, Etc. Also Excels as a Marinade.&#34;  It may be a matter of definitions, but in my best attempt to decipher the purpose of this sauce, it is a marinade that you put on meat prior to cooking, and it can also be used as a basting &#34;Browning Agent&#34; during cooking to keep the meat from drying out. It also mentions adding it to gravies, which makes sense, as this sauce tastes like a gravy already. If this sauce is really meant for cooking, it should not, I repeat, not, mention steak sauce on the front label. A steak sauce is something that you put on your steak after it is cooked and placed on your plate, regardless of whether you choose to brush it on or pour it on. I hope that this note has helped folks to clear up any confusion that they might have as to what ANDRIA'S BRUSH-ON STEAK SAUCE really is. Purist human carnivores even prefer making do with a little salt and black pepper on their steak. Myself, I prefer adding a steak sauce, and this Andria's sauce is definitely not a steak sauce.  Ships from and sold by Amazon.com.  6813 Old Collinsville Rd., O'Fallon, IL 62269; web: andrias.com  NOTE: If anyone wants to try my brisket recipe, leave a comment, and I will add it to this review. As requested, here it is: MAKING A BRISKET.  INGREDIENTS: FRESH LEAN CUT OF UNCOOKED BEEF BRISKET (NOT CORNED BEEF).  3 LARGE WHITE ONIONS.  3 LARGE CARROTS.  1 STALK OF CELERY.  PAPRIKA.GARLIC SALT.  1 STICK OF BUTTER.  LOTS OF WATER.   IF YOU BUY A VERY LARGE BRISKET (OVER 3 POUNDS), YOU WILL NEED MORE ONIONS, CARROTS AND CELERY!   STEP ONE: PEEL AND CUT UP ALL THE ONIONS, CARROTS AND CELERY AND PUT THEM ON SEPARATE DISHES.  RINSE BRISKET, THEN DRY IT ON A PAPER TOWEL.  PUT IT ON A LARGE DISH AND COVER THE BRISKET WITH PAPRIKA AND GARLIC SALT ON BOTH SIDES.   STEP TWO: COVER BOTTOM OF POT WITH CUT ONIONS. ADD STICK OF BUTTER TO POT AND GET THE POT VERY HOT.  ADD BRISKET AND BROWN BOTH SIDES.  ADD CUT CARROTS AND CELERY.  ADD COLD WATER SO THAT IT ALMOST REACHES THE TOP OF THE BRISKET.  COVER POT AND BRING TO A BOIL AND THEN LOWER HEAT TO SIMMER FOR 4 HOURS.  STEP THREE: REMOVE BRISKET FROM POT AND PUT ON LARGE DISH.  GET SMALLER POT AND STRAINER.  MASH THE REST OF THE GRAVY AND VEGETABLES THRU STRAINER INTO SMALL POT, (OR USE BLENDER AND POUR INTO SMALL POT).  PUT COVER ON SMALL POT.  PUT PLASTIC WRAP AND A RUBBER BAND OVER COVER.  COVER BRISKET WITH PLASTIC 3 TIMES. SET ASIDE BRISKET AND GRAVY UNTIL THEY HAVE COOLED OFF. PUT BRISKET AND GRAVY IN REFRIGERATOR OVERNIGHT. SKIM MOST OF THE CONGEALED FAT FROM THE GRAVY, BEFORE REHEATING IT FOR DINNER. ENJOY!",671,432,13.0
374,10983,10984,__label2__,5,Y,Grocery,B00AJCRSGS,CaJohn's El Chupacabra Hot Sauce,A delightful (??) hot sauce,"What's not to like? The chiles included in this sauce rank among the very hot--the ghost pepper, Scotch bonnet, Trinidad 7 pot, Trinidad Scorpion, Trinidad Maruga Scorpion. All ranking high on the Scoville scale.<br /><br />However, the sauce is not just hot--but it has a nice taste. Other components of the sauce: carrots, onions, mustard, vinegar, salt, turmeric, paprika, garlic. . . . Put it all together, and you get a pretty decent taste.<br /><br />I initially used this on a black bean burger, with the usual complements (tomato, greens, cheese, onion). The sauce ended up adding a nice hot element to the combination. I'm looking forward to using this product in the future. . . .",681,587,34.0
375,11026,11027,__label2__,5,N,Grocery,B008J46DNC,"Banana Bread - Medium FREE SHIPPING on orders $25 or more, mix and match with our other delicious flavors",I'm warning you,"Do NOT put a loaf of banana bread in front of me or it WILL be gone!  I'm *that* much of a banana bread lover!  This White Post Farm banana bread is the stuff I've always admired the most, but I'm particularly fond of the homemade stuff too.  Seriously, an Amish store downtown was selling several loaves of banana bread in a giant bin.  I noticed them the moment I walked inside.  I nearly cried with excitement... and cried more when I came back a few weeks later and they were all gone. Banana bread is my best and only friend.  It just goes down my throat so well.",682,617,50.0
376,11027,11028,__label2__,5,N,Grocery,B00DRA8HSM,"Barilla Gluten Free Pasta, Rotini, 12 Ounce (Pack of 12)",Thumbs Up,"I served Barilla Rotini pasta tonight for dinner and everyone was happy with it, especially my pasta loving kids.  It thought it was pretty good myself.<br /><br />Cooking was easy.  I just had to boil water.  The box said cook it for seven minutes.  I did it, and it was a little hard.  I cooked it some more for two more minutes and it was better that way.<br /><br />I like that the light color of the pasta and the fact that it doesn't stick.  I didn't tell anyone this is gluten free and no one noticed.  Asked how they liked it, my family gave it a thumbs up.",681,637,84.0
377,11036,11037,__label2__,5,N,Grocery,B00H3SZ66U,"Food Should Taste Good Multigrain Tortilla Chips Bag, 6 Ounce",FSTG Multigrain chips are very good,"I buy these locally, but I wanted to post here and say how good I think these are. That, and mention that you may want to look for them at your local grocer or Target (or wherever you shop). I can get these at either Target or Safeway for between ~$3.50 and $5 for a 5.5-ounce bag depending on the day, and you can check the expiration date when you buy locally. Buying directly from Amazon is a good way to go, though, as I know that they'll make it right if you get a bad batch from them.  Prices fluctuate so much on Amazon, though, that you certainly may find them cheaper here than locally.  There are multiple product pages on Amazon for these chips, so be sure to check around for the best price and bag size for your needs.  If you're like me, you might find a 1-ounce bag to not be quite enough.  :)<br /><br />I really like the flavor, texture, and size of the Multigrain version (and it's the only one that I've tried, although I've seen some of the others). They have a nice, healthy taste to them - not overly salty or oily, and I love the addition of the seeds. Btw, the seeds aren't obtrusive or make them more difficult to eat. Instead, they just add some nice additional taste to the corn. Although not triangular like a lot of tortilla chips, the shape is still good for dipping into salsa.<br /><br />I enjoy these chips either with salsa or simply plain. They taste good, and while likely still not a health food :), they sure seem healthier to me than a lot of the regular corn tortilla chips that I get.<br /><br />Two big thumbs up from me for the Multigrain. I highly recommend them.",682,632,14.0
378,11044,11045,__label2__,5,N,Grocery,B004N5FQE8,"Riega Cheese Sauce Mix, White Cheddar, 1 Ounce (Pack of 12)",Thank you!,"Yes! mac n cheese with my shiritaki macaroni that's gluten free too!  AS someone who still craves the mac and cheese I got in the box as a kid, this is pretty close. I thought the salt level was about right - you can always add cheese or whatever you want to it.  Appreciate that the product is available.",681,634,90.0
379,11078,11079,__label2__,4,N,Grocery,B00ISQD2QM,"Nescafe with Coffee-mate Instant Coffee, French Vanilla Powder, 12 Ounce","Good taste, works fine!","I'm not a big fan of powdered creamers, typically.  They leave a weird film, and just don't taste like real creamer/half & half/etc.  This Nescafe, however, is actually pretty good.  It's a nice alternative for the office.  Or, like I do, keep it in the car in case a drive-thru person at Starbucks forgets to put in the milk.<br /><br />It tastes decent, works well, and is convenient.",682,623,103.0
380,11099,11100,__label2__,4,N,Grocery,B00ISQD2QM,"Nescafe with Coffee-mate Instant Coffee, French Vanilla Powder, 12 Ounce",Good Quick Coffee - Recommended,"This Nescafe with French Vanilla Coffee-mate is a good choice for a quick cup of coffee on the go. I am a coffee fanatic and typically love it in just about any form it comes in, so it sin't surprising that this tastes good to me.<br /><br />This is instant coffee with the flavor creamer already added so it is very easy to make. The directions call for 2-tbsp of coffee per cup but I use just a little bit more and that seems to work best for my tastes.<br /><br />The coffee is very sweet, which is the only real draw back since it can't be scaled back for individual preferences<br /><br />Recommended!<br /><br />CFH",681,644,237.0
381,11108,11109,__label2__,5,Y,Grocery,B00FS1X8YG,"Belvita Soft Baked Breakfast Biscuits, Mixed Berry, 8.8 Ounce",One of these and a glass of milk - great breakfast to start your day,I eat one of these for breakfast with a glass of milk.  The combination gives me the protein I was told to have at each meal.<br />Good tasting and great texture.  Stays together but is a soft biscuit type of meal.  I have re-ordered several times already.,678,599,58.0
382,11144,11145,__label2__,5,Y,Grocery,B00I13XT8I,"Cafe Escapes Cafe Caramel, Keurig K-Cups, 72 Count",My favorite coffee drink,My favorite coffee drink.  This is the coffee that tempted my non-coffee drinking husband to start drinking coffee.  Delicious,681,596,40.0
383,11165,11166,__label2__,4,N,Grocery,B00H727M8M,"Kernel Season's Nacho Cheddar Seasoning, 8.5 Ounce Shakers (Pack of 2)",Easy to flavor up your popcorn a little or a lot,"I have always liked cheese popcorn, so I was happy to give this seasoning a try.  I gave up microwaved popcorn several years ago and have gone back to stove popped corn because it tastes so much better, plus I can control the oil, butter and salt.  After popping some corn I split it up into a bowl and a bag.  I wanted to see how it would be to sprinkle it on in a bowl, but also to be able to sprinkle it on in a bag and shake it up.  Both ways worked, but shaking it up in a bag definitely gave it a more even coverage over the popcorn.  As for the flavor I didn't love it, but I did like it and I'm actually very interested in trying the White Cheddar flavor as I think I might enjoy it a bit more.",681,648,156.0
384,11202,11203,__label2__,5,N,Grocery,B00CIVY5RI,"Arriba! Fire Roasted Mexican Medium Green Salsa, 16 Ounce Jars (Pack of 4)",My New Favorite,"Wow. This is liquid green salsa crack. I usually don't enjoy spicy foods, but this is so delicious that I cannot resist cramming mouthfulls of tasty green stuff into my mouth. It is happiness in a jar.<br /><br />I keep jars of this around for unexpected guests and pop open a bag of tortilla chips and pour this into a bowl. Even my foodie guests are delighted and ask how I made this.",682,640,139.0
385,11204,11205,__label2__,5,Y,Grocery,B00CREXSHY,"Lipton Loose Black Tea, 8 oz","Good tea, the classic flavor","Good tea, the classic flavor. I use this to make cold tea in my coffee maker. It is a cheaper alternative to buying the bags. Just put it in the coffee pot with a filter.",682,551,38.0
386,11219,11220,__label2__,5,Y,Grocery,B005CMA6RS,"Walkerswood Jamaican Jerk Seasoning Hot, 10-Ounce Bottles (Pack of 4)",Spicy!,We have been in love with Jerk chicken ever since we went to Jamaica. This was the closest we could find to authentic jerk seasoning. Please be aware that it is spicy!!,681,608,23.0
387,11226,11227,__label2__,5,Y,Grocery,B0041O6WUS,"Betty Crocker, Rich & Creamy Frosting, Triple Chocolate Fudge Chip, 15.5 oz, 8 Pack",Excellent - so smooth - so tasty and loaded with chips also,"If ever one wanted a chocolate fix - this is the way to go - less calories than a candy bar / 10 cal. more per serving the BC Dark Choc., but don't count -",677,503,17.0
388,11248,11249,__label2__,5,Y,Grocery,B000PDY3P0,"Great Northern Popcorn, 4-Ounce Portion Packs (Pack of 24)",Popping up surprises,"The Great Northern popcorn is good. It's so easy to put into a kettle, that a kid can do it. It makes nice popping sounds that remind you of a movie theater. It brings the flavor of the theater to your home.",680,549,18.0
389,11273,11274,__label2__,4,N,Grocery,B002I7QAF2,"General Mills Cheerios Banana Nut Cereal, 10.9 oz (Pack of 6)",Pretty Good,"I wouldn't say this was my favorite cereal, but it was very good. I rather liked this flavor, but everyone else in my house didn't. I thought it was crunchy, and it didn't taste like bananas at all but it tasted great anyway. I would suggest to people, but only people who like whole grain goods.",682,654,157.0
390,11282,11283,__label2__,5,N,Grocery,B005IHT33U,Neosporin Max Strength Antibiotic Cream - 0.5 oz,A Must Have,"This is a must have for my household first aid kit! I have two very active children and between sports and life's little accidents in general, we put this stuff to good use.<br /><br />Cuts, scrapes, skinned knees, burns, minor wounds- it works well for them all. This helps protect, disinfect and treat the affected area.<br /><br />I love this stuff and have had to use it myself too. It works great!",675,443,3.0
391,11304,11305,__label2__,3,Y,Grocery,B0048HSLUC,Jelly Belly Fabulous Five Gift Box,It's good,"Got this as a gift for the office and its okay.  Nothing woo hoo about it and nothing bad.  It's a great way to try out flavors with out getting too much, just in case you don't like it but its not something I would go out and repurchase again.",681,582,18.0
392,11308,11309,__label2__,4,N,Grocery,B000F3N7AC,"Splenda No Calorie Sweetener Value Pack, 1000 Count","Splenda is a Delicious Artificial Sweetener, and We Recommend It!","This is our first choice in artificial sweeteners!  Splenda fills the bill when it comes to sweetening drinks or breakfast cereals without a harsh chemical taste as some of the cheaper brands have.  My family highly recommends it.<br /><br />This is solely a review of the product, &#34;Splenda&#34;, and not the price on this Amazon.com site or the speed of delivery or the trustworthiness of the Seller.",682,667,237.0
393,11319,11320,__label2__,3,N,Grocery,B003JUF2I8,Aunt Jemima Original Syrup 64 Ounce Mega Value Size Bottle,big jug,I honestly think a jug of maple syrup THIS humongous is unnecessary!  While it should be noted that Aunt Jemima doesn't really have the best waffles on the market (for some reason they're really chewy and tougher compared to the superior cheaper store brand ones- go figure!) an even bigger issue is that 64 ounces of maple syrup isn't even necessary for someone like me who lives alone.  It would take a really long time (and lots of waffle eating!) to get through this whole container of maple syrup.  Then again this stuff *does* tend to last a really long time in the cabinet doesn't it?  Many months!  That's pretty dependable.    However clearly 64 ounces of maple syrup is more appropriate for a family of 4 or more who eats pancakes and waffles regularly every morning.  Only appropriate for those families and not for people like me!  I'll just settle with the smaller jugs.  It's not like I use a lot of syrup anyway.  I never understood the fascination dumping as much syrup as you possibly can on your breakfast food.  Well then again I DID have this obsession as a kid in the 80's and used to dump more syrup than I should've on my pancakes and waffles until a few years ago when dentist appointments became routine.  Uh oh you know where I'm going with this!,681,570,59.0
394,11327,11328,__label2__,5,N,Grocery,B0094KD9OQ,"Earnest Eats Vegan & Wheat-Free Hot Cereal with Superfood Grains, Quinoa, Oats and Amaranth  - American Blend - (Case of 12 - Single Serve Cups)",I am IN LOVE with this cereal!,"Low calorie it is not - fair warning. It packs a surprising caloric wallop in its little package. However the taste is excellent. I use this for a snack mid day afternoon and it is just perfect for me. I'm a triathlete so what I eat at 3pm is critical to the success of my after work workout. This fills me up, gives a great amount of carbs, does not feel hard to digest (so I feel heavy and bloated while running or swimming), and is easy to prepare. I love the texture and the nutty flavor. I'm a huge grain lover so this is right up my alley!",681,644,84.0
395,11329,11330,__label2__,5,N,Grocery,B00WQIKTVE,"#1 Organic White Quinoa - SUPERIOR Quality Royal Bolivian, 4 lbs Bulk - 100% USDA Certified, Gluten-Free, Comes Pre-Washed, FREE Recipe Book!",Nutty flavor,"Quinoa has been used as a food in South America for more than 3,000 years and has grown in popularity and availability in the U.S. in the past few years.  It is an excellent plant source of protein, fiber, minerals, and B vitamins. It is also gluten-free.<br /><br />This quinoa from is of excellent quality, with no debris or defective grains, and it is clean even before rinsing.  It is organically grown on farms in the high Andes.<br /><br />Quinoa has a slightly nutty taste and it works well as a substitute for rice or couscous.  It cooks up faster than rice, which is convenient.  When cold, it makes a nice addition to a green salad.  It is especially good with a little olive, avocado, or nut oil drizzled on it.  It can even be sprouted before cooking.<br /><br />Soul Organics provided quinoa for evaluation and review.",680,571,8.0
396,11345,11346,__label2__,4,N,Grocery,B004I2FGQE,"illy issimo Coffee Drink, Caffe (No Sugar), 6.8-Ounce Cans (Pack of 12)",Simple Coffeeness,"I don't drink coffee usually and when I do, it tastes more like a milkshake than a coffee, so this is not my ideal form of caffeine consumption. That being said, this cold Illy coffee drink is a great way to get quality arabica essence into your system. Designed to be refrigerated and slammed down like an espresso, you'll love this little guy on warm summer mornings. I think I'll go for the latte macchiato in the future, but for those who like their coffee straight up, this is for you.",682,648,199.0
397,11351,11352,__label2__,4,Y,Grocery,B002GWH7ME,"Coffee Bean Direct Peony White Loose Leaf Tea, 2 Pound Bag",it is all about how you brew,"if you brew this right it will make a fine cup of tea. if you brew it wrong, it will  be bitter and dark, 160f for 4 minutes a steep is usually about right. or cold brewing which is all i do anymore. cold brewing pretty much always produces a perfect cup of white tea from this stuff,well not perfect but very good. it fits the bill for white tea, many are mistaken in saying its to dark or bitter,etc. darkness and bitterness are typical of overbrewing if you brew right this tea will not have even the slightest bitterness, it will be mild , light gold, and have a grassy  quality to its aroma.",682,636,145.0
398,11366,11367,__label2__,5,N,Grocery,B003O7T87C,"DōMatcha  Green Tea, Organic Summer Harvest Matcha, 2.82oz Tin",DaMatcha took me back to Japan!,"I've attended many traditional tea ceremonies, including ones in Japan. In the tea house I went to in Kyoto there was a tea class that explained how to properly prepare matcha. If you are looking for tea to create an authentic ceremony then I would highly recommend this tea. When I prepared this tea it brought me back to the tea house in Kyoto. I would prepare this tea for guests, exchange students, conducting a ceremony, and when teaching about Japanese culture.<br /><br />At Japanese tea ceremonies the most important thing is the green tea. Ceremonial tea grade matcha is the highest quality powdered green tea. When you open the container you can see and smell the quality. When I opened this package I could tell that the matcha was great quality. The smell wasn't bitter, but lightly sweet, and it smelled like grass. The power is fine, soft, and pure green. It did not stick to the package sides and slide easily out into the cup. The taste is a mixture of slightly bitter and similar to barley. It also has a unique flavor itself that I can only describe as matcha itself.<br /><br />When you make green tea from powder you need to consider how to make it properly. A cup that is shaped like a bowl is appropriate for traditional ceremonies, and you would need a bamboo whisk to stir the powder and water. It should froth at the top while you whisk, and after you whisk. If you like stronger tea then the entire pouch is good for one cup, but if you don't like strong tea then only use half of it. The water shouldn't be boiling hot, but just before the boiling point. If it is too hot it will take away from the flavor, and if it is too cold it will be extremely bitter and clump together. If you're just drinking this in a regular mug you should be cautious with how strong you are making the matcha, and stir it with a regular utensil. Make sure to stir thoroughly so that you don't leave any clumps in the cup.<br /><br />When drinking this tea you should finish it in one sitting. If you let the tea become cold it will increase in bitterness and become unpleasant. It is rude to not finish a cup of tea during a traditional ceremony, and the last sip should be a long one. If you haven't attended a ceremony but want to prepare one I suggest watching a video first because there are many steps to making the perfect cup of tea. The cup, whisk, scooper, kettle, and tea can make the difference in preparation for a ceremony. With this tea it is important to have the other components be top quality to enjoy the tea at its best.<br /><br />This grade of tea doesn't need anything added but water. You shouldn't add sugar to this tea, or lemon, or anything else. If you think it is too bitter then you should eat sweets while drinking it. Youkan is the traditional Japanese bean paste sweet to have with matcha. The sweets will curve the bitterness and make the experience more enjoyable.<br /><br />If you are wanting to make green tea ice cream I suggest staying with this brand, but consider using a lower grade of tea. It still works with ceremonial grade, but it seems like a waste to use such high quality tea for something else. Adding some powder on top of vanilla ice cream tastes amazing. There are more uses for green tea than just drinking it, though with this grade of green tea the best way is to drink it.",678,461,7.0
399,11377,11378,__label2__,5,N,Grocery,B001PRQG2I,(2) Family Packs TastyKake Butterscotch Krimpets,Great treat from Philadelphia,"I met my wife while doing graduate work in Philadelphia. Since then we've lived halfway across the country from her native city. During the first couple decades of married life she talked about the great Tastykakes she had growing up. I found it hard to believe that anything could be as good as she said. Then one Christmas her sisters got together and sent her a box of these Butterscotch Krimpets. I tried them and I immediately fell in love with them. The smooth, creamy butterscotch flavored frosting is delightfully sweet and tasty. And the light yellow cake is moist, fluffy, and also rich in flavor. Tastykakes are definitely superior to the other brands.",680,600,64.0
400,11402,11403,__label2__,4,Y,Grocery,B00JPSZ06W,"Jet Puffed Mallow Bits, Vanilla, 3 Ounce (Pack of 6)",I add them to Keurig Hot Chocolate,"I picked these up to use with the hot chocolate in my Keurig, and they do add a nice treat for my granddaughter. I would like to mention that they aren't as nice as you might think to eat by the handful (probably a good thing), but they not only go well in hot chocolate, but make a nice topping on a sundae, or even on frosting for cupcakes.",682,659,191.0
