,DOC_ID,LABEL,RATING,VERIFIED_PURCHASE,PRODUCT_CATEGORY,PRODUCT_ID,PRODUCT_TITLE,REVIEW_TITLE,REVIEW_TEXT
7526,7527,__label1__,5,N,Electronics,B0013CXZZ6,Sony ICFCDK50 Under Cabinet Kitchen CD Clock Radio,awesome,Easy ti use and good. Compact and doesn't cause much problem. Its simple the best device out tbere. Gold to see this nicely
7527,7528,__label1__,5,N,Electronics,B00DJUXO9C,"Flips Audio FH2814BK Collapsible HD Headphones and Stereo Speakers, Black",Definitely recommend,"These pair of headphones are the bomb! I like the reaction I get from my friends when they think they're just regular headphones, until I flip out the earpieces and they instantly turn into speakers, kind of like a cool magic trick! Definitely recommend these headphones."
7537,7538,__label1__,5,N,Electronics,B00TAAD94A,Amaz247 Lost Replacement Remote Control,Fantastic Remote,Really Fantastic..!! This remote is working very well without any problem. And the buttons are making feeling comfortable. The compatibility with my LCD TV works fine and seamlessly. Recommended..!!!
7546,7547,__label1__,5,N,Electronics,B00HDSDFCW,KRIËGER 600 Watt Voltage Transformer 120V to from 230V AC outlet American European Step up down Converter 50 60 Hz outlets includes IEC German Schuko Nema 5-15P cord connection MET certified approved under UL CSA ULT600,bought this for the in laws. they use European ...,bought this for the in laws. they use European stuff.<br />they wanted something powerful because they were used to weak transformers.<br />got this monster and all worked PERFECTLY!
7548,7549,__label1__,5,Y,Electronics,B00WTVOGWQ,AngLink Wireless Bluetooth 4.1 Headset with In-car Charging Dock and CVC Microphone Support Noise Cancellation Hands free Calling Multi-point Technology NFC for iPhone 6 6Plus 5s 5c 5 and Other Android Bluetooth Enabled Devices,I paid a good price and got exactly what I was expecting and ...,&#34;I paid a good price and got exactly what I was expecting and in good time. Great value for money.<br />.&#34;
7562,7563,__label1__,5,N,Electronics,B0056IB3DY,"Pyle Home PIDOCK1 Universal iPod/iPhone Docking Station for Audio Output, Charging, Sync with iTunes and Remote Control",great buy happy,"Audio output and usb connect did it for me, i like the audio out put so with other devices there's no problem linking up. The dock and charge parts are solid, function  like i'd hoped, i must say there's much packed into the pidock for the cost. The remote works fine on mine, i'm usually close so really no issues with the pidock."
7577,7578,__label1__,5,Y,Electronics,B00L7E6O1C,ARCO High Speed HDMI Cable with Ethernet 50 Feet - CL3 Rated for In-wall Installation Supports 3D and Audio Return [Latest Version],Working flawlesly,I ordered this after seeing its first look in screenshot and i loves this one alot. I have several HDMI products and i am in need of this kind of product and right now i am enjoying this on my PS4 .<br />Its quality is perfect .
7578,7579,__label1__,5,Y,Electronics,B00O8U187W,Foxnovo ICR18650 2600mAh 3.7v 9.6Wh High Drain IC Protected 18650 Rechargeable Li-ion Batteries - 4 Pieces,Decent batteries,"I bought these ICR18650 2600mAh 3.7V rechargeable Li-ion batteries to replace some cells in a portable DVD player for my son. They arrived on time ,and packed well, and charged up very well. Just what I wanted, these batteries were easy to solder in, and work well so far. I am going to renew my LED torch battery with the same type soon."
7595,7596,__label1__,5,Y,Electronics,B00E0GRRR4,66 Audio BTS+ Bluetooth 4.0 Wireless Sports Headphones feat. cVc Echo Noise Cancellation Technology and Hands-Free Calling incl. Multipoint Pairing [Amazon Exclusives],Best wireless out there,"Title says it all, best wireless bluetooth I've owned and I own at least 10 headphones from different companies including the cheaper garbage out there that last 10 days. This is the ticket and the only reason i'm even writing this is because i'm buying another 2 more right now. You have the sound, wireless, good looks and amazing packaging here don't think about it and don't listen to some of these people complaining about not being able to pair - RTFM! Unreal."
10524,10525,__label2__,5,Y,Electronics,B0044YPN0A,Mediabridge 16AWG Speaker Wire (100 Feet) - Spooled Design with Sequential Foot Markings - (Part# SW-16X2-100-CL ),It's good wire...,"I am amazed at just how much wire goes in to wiring a small room... expect on just over 100' for a 12x12 room if you run it semi-hidden for a 5.1 system. Better get two spools for a 7.1, especially if you have a larger room."
10567,10568,__label2__,5,Y,Electronics,B004SBB664,NAXA Electronics NPB-246 Portable MP3/CD Player with AM/FM Stereo Radio and USB Input,Works great with CDR/MP3 files,I wanted a boombox to use in our preschool classes that would play CDs burned onto CDR as MP3 files and this works great.  Been using a couple weeks now with no problems.
10615,10616,__label2__,5,N,Electronics,B007YXRYSC,iHome iHM78 Rechargeable Mini Speakers (Translucent Gunmetal Gray),Work great for on the go.,"I have had the one speaker version of these for about 6 months. It has held up well and worked great. I use it in a training room a work where there is no stereo. Hook it to my phone and it works great.<br /><br />This two speaker version is a bit louder than one speaker and as the room I use it in is around 25'x35' it does help a bit. It still won't fill the room with sound but it is an improvement. In a smaller room, like my office which is maybe 15'x 15' it can almost be to loud.<br /><br />even at full volume the sound is decent and there isn't a lot of crackling. Bass is of course lacking in comparison to a large system but that is to be expected. They do include a carrying case and the speakers themselves compress and lock to about half their size when not in use. They hold a charge for hours and charge quickly. the cord to charge and connect to a phone is included although no wall outlet adapter is.<br /><br />Overall these seem well made, are compact, have good sound, and if you need something you can use on the go they are great. Even if you just want a cheap bedroom solution ot use with a smartphone and pandora, etc....these a decent."
10629,10630,__label2__,3,Y,Electronics,B008XMV05G,"GOgroove SMARTmini AUX Bluetooth Receiver Car Kit with Hands-Free Calling and Wireless Music Streaming - Works with Apple , Samsung  , HTC  and More",i had it replaced once since the aux input broke ...,i had it replaced once since the aux input broke and now the new one does not retain charge for more than 2 hours of use...sucks
10635,10636,__label2__,5,Y,Electronics,B00862522A,"NEW! Replacement Upgrade Headband Comfort Cushion Pad in Leatherette with snap locks. Universal fit most Headphone models; Grado SR SRi-series, Sennheiser HD-series, Beyerdynamic and more.",Great looks and fit; as durable as the original,"Got this to replace the aging headband on my [[ASIN:B0006NL5SM Beyerdynamic DT 770 PRO, 250 ohms]]. It does this just fine, in good style comparable to the original.  Pros: * Look is very similar to the original (one more snap, same color) * Fit is a tiny bit tight, but it does go on OK * Length is perfect * The cushioning is nice; I don't feel the headphones' weight up there at all  Cons: * The material feels delicate, like it'll probably wear out faster than the original; time will tell * The underside material (what contacts the metal band) is not nearly as durable as the material in the original, which is quite tough. This may never become an issue, but given how the DT 770's adjustment never stays put, this could manifest in some internal tears.  Other thoughts: * For the price, a nice replacement headband. I'll update periodically as it ages to note how it has performed. So far so good.  Followup: Nine months in, and I'm upping to 5-star because it's lasting, taking normal use and minor abuse like falling prey to cat shenanigans. No rips and tears, still soft.  Followup -- Oct 2015: still going strong, no tears, no snags. I am impressed and have amended my earlier concerns about not being heavy-duty. It has taken daily use for quite a while, and hasn't shredded."
10714,10715,__label2__,4,N,Electronics,B007B5WHTE,Philips CSS2123B/F7 Soundbar with Subwoofer (Black),Decent for the price.,"I bought this along with a similar model, the HTL7180, for the same $99 price. I wanted to compare. The CSS sounds much better. The sound is smoother. The bass is fuller. The dialogue is clearer. The remote seems better. And overall, the CSS is a big improvement over the older HTL, which is still for sale, but apparently discontinued. I returned that one to Walmart.<br />I have the CSS hooked up to a new model 32 inch Vizio smart TV with built-in apps. It's a master bedroom application. I think I will keep this unit since it performs well enough. It sounds better on music actually, than as a movie soundbar. Its simulated surround sounds sounds better than the HTL also. That one sounded like too much reverb. I wouldn't turn this unit up much past 30% unless your ears are oblivious to distortion.<br />The remote has adjustments for bass and treble, but they are minimal. This improves on the sounds of the TV speakers, obviously. A bonus is that its not too tall so it doesn't interfere with the TV infrared remote.<br />I have a feeling  the whole TV soundbar craze is going to disappear soon as TV makers figure out ways to make tvs sound better without all this extra junk cluttering up rooms. Soundbars will probably go the way of VHS players and Sony Walkmen in due time. But until then, this $99 unit serves the purpose adequately."
10716,10717,__label2__,4,Y,Electronics,B00140DBRY,Sony SRF-M37W Walkman Digital Tuning Weather/FM/AM Stereo Radio (Black),Decent piece of equipment,"I had previously written a bad review for this radio, citing weak antenna performance. My bad. I took the radio out walking with me and it works fine, and it picks up a lot of AM and FM stations. I guess the reception inside my house is bad for some reason, but out in the open this radio performs very well. Sound is a bit tinny, but that's to be expected for such a small radio and at such a low price. I'm glad I bought it. It does what I wanted it to do: allow me to pick up NPR and the local classical music station when I'm doing my daily walk.  As a bonus, I can also pick up the CBS AM station (740, KCBS) in San Francisco, which is a great source of Bay Area traffic and weather information, updated every 10 minutes."
10749,10750,__label2__,5,Y,Electronics,B001WHQ9C8,Monoprice 100ft 14AWG CL2 Rated 2-Conductor Loud Speaker Cable (For In-Wall Installation),Excellent value,"This in-wall speaker cable is a great value.  It is sheathed appropriately, contains the guage I ordered, and shipped quickly.<br /><br />Thus far I have been impressed with several monoprice products, they have been excellent products at an excellent price."
10820,10821,__label2__,5,Y,Electronics,B009OBCAW2,HomeSpot NFC-Enabled Bluetooth Audio Receiver for Sound System,Great device for Bluetooth audio!,"Given the high rating of this device on Amazon, I decided to give it a try so I could add Bluetooth capabilities to a mini-system that I keep in the kitchen.  Since buying it, I've been transporting it between other systems in the house.<br /><br />Audio quality seems to be pretty good--not as good as a direct connection, but this is all about convenience.  What really shines is its ability to easily pair with other devices.  I find this receiver with no problems using the Bluetooth built into my laptop.  But with my phone, all I need to do is tap the top of this device with my phone; the phone then enables its own Bluetooth connection, and pairs automatically.  (The magic of NFC, aka near-field communications.)<br /><br />With such easy pairing, and good sound quality, I can't rate this any less than five stars.  It has worked flawlessly for me in the time that I've owned it, and plan on buying at least two more of these in the near future."
10827,10828,__label2__,5,N,Electronics,B00JSPCQXM,"Pioneer SE-MX7-K Headphone, Matte Black",Combine very good audio quality and comfortable design,"[[VIDEOID:mo154JOVRZUKSIM]]I was impressed with the comfort and audio quality of the Pioneer SE-MX7-K headphones. The ear cushions are supple and comfortable, even for wearing for extended periods. I acknowledge that I'm not a hardcore audiophile, but I've been listening to music since 78-rpm phonograph records were the primary media, so I do have some idea what good audio sounds like. I ran through one of my favorite playlists, and the music sounded as good or better than with any of the headphones that I've used. Vocals had excellent clarity, and the range of sound was very good with rich trebles and deep, but not overpowering, bass. One feature that I haven't seen on any headphones that I've used is the bass level control, a rotating dial on the left headphone. To my ears, it had a small but noticeable effect on the bass level, but my preference was to leave it in the default position.<br /><br />Two of the songs that I use to check out headphones and speakers are Annie Lennox's ""Love Song For A Vampire"" (listen for the heartbeat in the background) and The Surfaris' ""Wipe Out"" with drummer Ron Wilson's continuous drum riff. Both sounded great with the MX7 headphones. I also played a couple of stereo setup utilities (""Channel Balance Test"" and ""Stepped Stereo Pan Test""), and the headphones passed with flying colors.<br /><br />The headphones are very comfortable to wear for extended periods. I wore them for a hour on two occasions while evaluating them. The adjustable headbands allowed a good fit, and the thick ear cushions were comfortable. Both headbands will extend up to 1½"", and the earcups will rotate about 15 degrees horizontally for the most comfortable fit.<br /><br />The headphone kit includes a 52"" cable with an inline microphone (for using with a smartphone) and 3.5mm plugs. The plug that fits into the headphones has a rotating locking mechanism that ensures that the plug can't work loose, a very helpful feature. The headphones and cable fit nicely ina zippered soft case.<br /><br />In my opinion, the Pioneer SE-MX7-K headphones are premium-quality headphones that combine exceptional audio quality and comfortable design to give a very pleasurable listening experience."
10837,10838,__label2__,4,N,Electronics,B00BXJZ30Y,iLuv Syren iPhone 6 NFC Compatible Bluetooth Portable Speaker (Black),Not bad but rather overpriced,"The good is that this pairs easily with most bt devices, and as a speakerphone it's quite adequate. It looks pretty nice, though this leads to...<br /><br />The not so good is that though this looks iSleek, that emphasis on looks over functionality made them stick the pause button for receiving calls on the back of the speaker. Since it's slanted, this is just silly in every way. Other negatives are that while this sounds ok for voice, for music it's merely fair, and that it's not the heavy duty construction you'd expect at this price.<br /><br />It's a decent little speaker-phone/speaker combo, but 50 is too much for this somewhat flimsy piece of plastic, however shiny. 25 to 30 is what this is really worth, I'd say. And that button on the back must give one pause, as it were, as to whether that feature will make the speakerphone aspect worth pursuing.<br /><br />Amazing how designers just don't really think things through, or place form over function so often.<br />In a world of cheap disposable crap, that crap should at least make perfect sense while it does indeed work.<br /><br />Bluetooth is still a selling point so companies are getting away with overpricing simple bt items. That can't last, nor should it."
10901,10902,__label2__,5,Y,Electronics,B005M7AVLO,Sony DREX61IP Premium EX Monitor Earbuds (Black),Better than Scosche,I have gone thru untold numbers of the Scosche ear buds and they keep breaking on one or the other side.  Just dead.  These have been far superior.
10907,10908,__label2__,4,Y,Electronics,B00H1YE83S,"Soundbot SB1010 8 in 1 Multi-Function Station with Bluetooth Connectivity, Stereo Audio Speaker for Home, Office, Smart Phone, Media Players, Laptop, Desktop PC and Tablets (Dark Wood)",A must for the Master bedroom,"Very nice to look at and very functional.  It's great to charge your phone, use as an alarm, the speakers are great to listen to music and the bluetooth syncs easily."
10930,10931,__label2__,5,Y,Electronics,B003CP0FUU,SONOS PLAY:5 Wireless Speaker for Streaming Music (Black) (Gen 1) (Discontinued by Manufacturer),"I absolutely love this speaker, and the SONOS system.","This speaker is great, very powerful and easily loud enough for a small party outside on my patio. Eventually I plan on purchasing a second PLAY:5 to use them as a stereo pair in my bedroom, or to move into separate rooms while cleaning the house.<br /><br />In regards to the SONOS system as a whole; I had initial misgivings before making the purchase, mainly due to price and the effective locking-in to the SONOS ecosystem. I have a variety of Apple products and I'd previously been quite happy using my AppleTV with AirPlay to stream music to my main audio system, but was looking for a portable speaker to use in the bedroom and outside on the patio.<br /><br />I had been very tempted by some of the B&W AirPlay speakers, but I started looking at SONOS tech for the following reasons:<br /><br />- AirPlay from a mobile device can only stream to a single speaker. A laptop or desktop can stream to multiple destinations, but isn't as convenient as an iPhone or iPad for music control.<br />- AirPlay is very dependent on the quality of your home WiFi network. Any interruptions or glitches in the wireless connection will cause issues with the stream.<br /><br />The SONOS system sets up it's own independent WiFi network as to not be impacted by the usage of your home network. SONOS devices stream the music directly from the internet or your music library requiring only your mobile devices (Android / iOS phones and tablets) to be used for remote control.<br /><br />Setup is very easy, authorization of additional devices or controllers is done by a simple button press on an existing device.<br /><br />The core thing to be aware of is that for the SONOS devices to connect to the internet, one of them MUST have an Ethernet connection to your home network. All SONOS devices come with an Ethernet network port, and SONOS sells $50 the BRIDGE device specifically to perform this role if you don't already have another device in range of an Ethernet port.<br /><br />In my case I purchased a PLAY:5 and a CONNECT device. The PLAY:5 is in my bedroom and the CONNECT is hooked up to my home theater receiver via a digital optical connection. The CONNECT plays the part of the BRIDGE as it is connected directly to my home network so I didn't need to purchase a BRIDGE.<br /><br />I can heartily recommend the SONOS system and do so regularly to colleagues, friends, and just about anyone who'll listen."
10934,10935,__label2__,5,Y,Electronics,B004K2WZS4,Bluelounge CableDrop Black - Cable Management System,love these things,"I really like these little cord holders. I had the white ones which are ok, but they do stand out. I bought the Black ones at 10$ since sometimes they go up in price.. def worth it at that price and they blend in better than white.  All in all I love these and they keep you from having cords laying around or tangling when not in use."
10940,10941,__label2__,5,Y,Electronics,B0096R5V0M,RBC35 Replacement Battery Cartridge for APC Back-UPS ES BE350C / BE350R,Fit Perfectly and Works Great,I used this to replace the battery in my APC BACK-UPS ES 350. It fit perfectly and I encountered no problems during installation.<br /><br />It's been installed for a couple of months and has been working fine. This is obviously a much less expensive solution to a dead UPS than buying a new one.
10961,10962,__label2__,4,N,Electronics,B00DDPZ4FA,"MEE audio Sport-Fi M6P Memory Wire In-Ear Headphones with Microphone, Remote, and Universal Volume Control (Black)",Good Headphones Especially for the Price,"Although I'm not an audiophile, over the past few years, I've had the opportunity to use and try several different types of headphones. Recently, I had the opportunity to use and try the MEELECTRONICS SPORT-FI M6P NOISE ISOLATING IN-EAR HEADPHONES WITH MICROPHONE, REMOTE, AND UNIVERSAL VOLUME CONTROL.  For the retail price these headphones sell for, they are an incredible good buy. I've had some headphones that cost around $150 and the MEE ELECTRONICS SPORT-FI M6-P HEADPHONES are just as good in sound quality as those.<br /><br />These headphones are more like earbuds since they actually go inside one's ear instead of over them. However, unlike some other earbuds I've used, these hurt my ears after extended use.  Each part of the headphone is designed for a particular ear: one piece has a small ""R"" for the right side of one's head while the other is marked with a ""L"" for the left side of one's head.  The design of the earbuds also makes them good for exercise. However, as I've only used them while briskly walking, I can't say for sure how they will do while running or doing more strenuous exercise. However, the headphones do come equipped with a small clip (like a microphone clip) that can clip on to a piece of clothing.<br /><br /> In terms of aesthetics, I don't like the look of these headphones. It's not a terrible design, but even in the black color I just don't find them as visually pleasing as other headphones I've used and seen.<br /><br />While listening to music are a video with the headphones on, the sound doesn't escape the headphones unless the volume is turned up extremely high. Also, although they aren't designed as ear plugs, the headphones also work rather well at keeping most outside noises out.<br /><br />These headphones are also equipped with a microphone and volume control. I have not used these headphones as a microphone so I can't say how they function in that capacity.<br /><br />Overall, the MEELECTRONICS SPORT-FI M6P NOISE ISOLATING IN-EARHEADPHONES WITH MICROPHONE, REMOTE, AND UNIVERSAL VOLUME CONTROL are a good set of headphones for the price."
10993,10994,__label2__,4,Y,Electronics,B00IYA2SMQ,Beats Solo2 Wired On-Ear Headphone - Red,"Good headphones, but careful of the hinges.","Good quality headphones for my young son.  You just have to be very careful with the folding hinges, they can break easy if not handled with care."
11000,11001,__label2__,4,Y,Electronics,B00IOMSTWC,VvW RRLM2596 Adjustable 4.0-40V to 1.25-37V 5/12V DC Voltage Regulator Experimental Power Buck Converter with LED Voltmeter,VvW RRLM2596 Adjustable 4.0-40V to 1.25-37V 5/12V DC Voltage Regulator Experimental Power Buck Converter with LED Voltmeter,"After a snafu in shipping, I reordered this PC board to make an adjustable Power Feed for my boat to drive a device that uses Two D cell batteries to aerate my live well.  Works great and just plugs into the lighter socket on the dash.  I take it and the bubbler off for transport of the bucket and let the batteries take over when I'm not near a 12vdc lighter socket.  Works great."
11031,11032,__label2__,5,N,Electronics,B00B8KJH0U,"Monster Mobile Talk In-Ear Headphones, Cobalt Blue",Bright Blue Without the Blues,"These Monster In-Ear Headphones are my first Monster product that is not a cable. Monster has taken the headphone market by storm and grabbed a huge market share. Why? Is it because they are really good or is it because they are experts on marketing their products? Don't know but it's probably both.<br /><br /> These bright cobalt blue ear-buds have a very good sound. The treble is sweet and high without being tinny. The base is surprisingly good for ear-buds and it doesn't sound muddy. The mids fill in the middle well. The overall sound is crisp without being harsh, smooth without being muddy.<br /><br />The cable is 50 inches long.<br /><br />The packaging looks great if you are giving them as a gift.<br /><br />Lightweight so not to pull out of the ear easily.<br /><br />Three sizes of lite rubber ear cups are provided so they should fit just about anyone.<br /><br />Comes with a small velcro tie for keeping the cable wrapped up and a lapel clip.<br /><br />The ear-buds are magnetized on the back so you can stick the two ends together.<br /><br />For the price it would have been nice to have a case included.<br /><br />Well constructed with a solid feel.<br /><br />The jack turns at a 45 degree angle.<br /><br />Can be used for cell phone use with built-in mic. (I do not use this controller)<br /><br />The cable is flat instead of the usual round which seems to not tangle as easily.<br /><br />Overall these are a great sounding pair of ear-buds. Although pricier then many products out there they are way cheaper then high-esr in-the-ear phones. I think you'll be pleased with them.<br /><br />NOTE: IF YOU WANT THE BEST SOUND OUT OF ANY EAR-BUDS, IF YOU ARE USING A SMART PHONE OR TABLET, DOWNLOAD A GOOD EQUALIZER APP. THERE ARE MANY ON THE MARKET AND MOST OF THEM WILL BRING YOUR MUSIC TO A NEW LEVEL."
11121,11122,__label2__,5,N,Electronics,B003OC6LWM,"C&E Mini_Dis-HDMI-CB6 Mini DisplayPort to HDMI Adapter Cable, 6 feet",Works!,"I have a Macbook 5,1 (aluminum 2008/09) and recently my MiniDP to HDMI adapter stopped working. At first I thought it might be a Lion update that removed the functionality, but I couldn't find anything on the internet about anything similar. For the eight dollars this thing costs, I decided to see if my adapter had stopped working, and sure enough this cable fixed the problem!<br /><br />I really hope this one lasts a little longer than my previous solution...<br /><br />Note to Macbook 5,1 users: audio of MiniDP is not supported on our machine - it's a hardware thing, there are no fixes. A 3.5mm audio cable is a great solution though!"
11146,11147,__label2__,1,Y,Electronics,B0065E4DTE,"Gunnar Optiks GLI-00106 Gliff Full Rim Premium 3D Glasses with RealD Compatibility, Onyx Frame Finish (Discontinued by Manufacturer)",Worthless for 3D. Ok as sun glasses.,"It is unlikely you are buying these for Fishing. If you were, these would not be a bad set of glasses for cutting glare with minimal reduction in visible light.<br /><br />For 3D however, the amount of polarization is insufficient for use with a 3D monitor or a Movie. I'm not sure who the target audience is, but these have an insane amount of &#34;cross talk&#34; as a result of not doing much to actually polarize anything.<br /><br />The glasses are well made, and reasonably stylish. Better for the $10 I spent than Drug Store sunglasses of the same price, but again that isn't what they are advertised as, and while a pipe wrench work fine for smashing walnuts, if you bought it to work on plumbing it doesn't get 5 stars if it fails to serve its primary function."
11167,11168,__label2__,3,N,Electronics,B0002QLDLC,"APC RBC17UPS  Replacement Battery Cartridge for BE650G, BE750G, BR700G and select others",Not necessary to buy APC brand batteries,"I am writing these words to those like me who have to replace their APC UPS batteries.  I have a BACKUPS-XS1500 LCD uninteruptable power supply and recently needed to replace the batteries.  I didn't realize until I pulled out the APC batteries and realized there was a brand name below the white APC label that APC had slapped over the sides of the batteries, in essence putting their name on someone else's battery products.  Mine was a company named Vision.  Based on research, I discovered that APC utilizes a variety of battery manufacturers and slapped their labels on them and charges a premium.  With that being said, it is not necessary to buy an APC labeled battery for your UPS.  Find a name brand that you are comfortable with that fits the specifications of your battery.  You can, like I did, pull the label off and see who the true manufacturer is and the specifications.  In my case, I have a dual battery, meaning I have to buy two individual 12 Volt batteries and put them together into my UPS.<br /><br />So it is not necessary to pay a premium for a APC labeled battery, just go with a reasonably priced option that has a name brand and good reviews and you will be fine."
11175,11176,__label2__,5,Y,Electronics,B003WV39B6,Sennheiser MM 70i In-Ear Headset (Black),best ear bud head set I've ever used,I use this headset on my iPhone both to listen to music and use for telephone conversations.<br />The audio is the best I've ever heard using ear buds and people I talk to say my conversation quality is the best of other headsets I've used.
11199,11200,__label2__,5,N,Electronics,B009JBZFVK,Onkyo A-9050 Integrated Stereo Amplifier (Black),"Great integrated amplifier, and huge value!  Get a good pair of speakers and you're 'all set'!","I sure do miss the glory days of hi-fi, when high quality stereo receivers, preamplifiers, amplifiers, and true speaker systems ruled the day!  Now everything is miniaturized and portable, with sound quality often suffering bigtime.  Sure MP3 files, iPODs, iPADs, and PC's (with their small speakers) are convenient ways to get (download) and carry music around with you, but you're missing out on palpable bass, a natural soundstage, and musical detail when you listen to most pairs of compromised headphones or PC speakers, sadly typical of most music listening done today.  Do yourselves a big favor-  if you truly love music and you wish to listen to music in all it's grandness and glory, get a good integrated amplifier (or separates- preamp and amp combo), and a great set of speakers to hook up your digital files player or PC to.  Your ears will thank you!  Contrary to belief, you really don't have to spend a fortune if you know what to look for.  Knowledge is power, and equates to savings too.  The great thing about this integrated amp is that it already has an excellent built-in Wolfson DAC, and Onkyo is a respected name in audio going back decades.  I just helped my neighbor (college student) select his very first stereo system with conventional speakers, and I suggested this integrated amp.  He also wanted a pair of good bookshelf speakers, and he ended up with JBL ES30's.  His budget was $700, which was met (including RCA to mini-plug stereo cable and a short run of thick speaker wire).  We were both floored when we listened to some of his higher-res digital files through the Onkyo and JBL's!  He said, and I quote:  &#34;I can now hear nuances i've never heard before, and I can now feel my music!  I never knew my iPOD could sound so great!&#34;  'Nuff said!"
11223,11224,__label2__,4,Y,Electronics,B00004Z5CP,Generic Audio Video Cable RCA to 3.5mm Audio Video Cable Extension Cable Black,NOT for an iPhone with a cover like mine,"It would work as an AUX but I wanted it for an iPhone that the cover makes the plug in for these, ah...impossible. Cover makes audio plug in too small.<br />Given too much cost to return, hello to Goodwill? Or giveaway."
11231,11232,__label2__,4,Y,Electronics,B00823170Y,Sewell Direct Universal Soundbar Bracket,Decent and effective brackets for sound bar,"Bought these to mount a Vizio speaker under a 39 Inch Samsng flat screen.  Mounting worked well, but these brackets have a fair amount of flexibility which makes them &#34;feel like the speaker isn't secure.  It is.  The TV I mounted it to is on a swivel wall mount, and whenever the TV is adjusted the speaker sways back and forth a bit as the metal flexes.  This is made from a fairly thin grade of metal, so it is certainly not rigid.  In our setup, mounted to the TV with the wall mount at the same time, the brackets allow the sound bar to move L-R as well, which means it gets knocked off of &#34;level&#34; fairly easy.<br /><br />All that being said, I like the brackets, but not enough for five stars.  It is adequate for what we need, but it does not exceed expectations."
11277,11278,__label2__,5,Y,Electronics,B00006ICIW,RCA RCU403 3-Device Universal Remote (Discontinued by Manufacturer),You be da boss.,"Great little remote for basic functions (though what I received is quite different from the picture, at least cosmetically). The Sony TV and Time-Warner cable box codes were accepted on first try.  Then it was time to add the Sony DVD player, and the instruction sheet offered 8 codes. I went through the first seven with exponentially diminishing hopes--until I was down to a barely flickering futile flame.  Wouldn't you know--#8 was the right code!  Proof there's a god after all!  (All the same, if none of the numbers works, there's another form of entry to try called ""Code Search."")<br /><br />Lesson learned. Never give up--never.  But if you're struggling with this inexpensive gadget for more than 20 minutes, don't hesitate to toss it.  Life is too short--and the distance between me and my TV isn't really that long.  Moreover, there's no way to store favorite channels--even a mere several. That wouldn't be a problem were it not for Time-Warner's 2000-channel line-up (and of course the HD channels are all up in the 4-digit zone).<br /><br />Anyway, this $5 toy is a potentially useful ""spare.""  (Don't lose the instruction sheet!)<br /><br />[The price has gone down even more!  For Pete's sake (and anyone else in the family), pick up several of these as stocking stuffers.  Every American deserves their own remote (for example, to turn on, or off, Chumley) . And teachers, take notice.  When doing a frame-by-frame, close analysis of ""Citizen Kane"" (Charlie's attempt to push away Mr. Thatcher with his sled), or ""On the Waterfront"" (Brando's ""could've been a contender"" speech""), or ""The Cabinet of Dr. Caligari"" (the prototype for Scorcese's ""Shutter Island""), let the students do the work (they learn more that way).]"
11283,11284,__label2__,5,Y,Electronics,B000JE9LD4,"Belkin 12-Outlet Pivot-Plug Power Strip Surge Protector with 8-Foot Power Cord, 4320 Joules (BP112230-08)","A versatile, one-stop power strip for most any task","I strongly recommend this surge protector for anyone looking for a multi-outlet strip that handles larger plugs/plugs with transformers at the plug-in point.<br /><br />I was looking for a power strip that could handle several plugs, some of which are so big that they would cover other neighboring outlets, all while the strip was mounted to the wall. This protector easily fit the bill. I looked at several squid-style protectors, but they usually didn't have enough outlets. Not only does this have eight rotating outlets, it has four more stationary outlets in the center for an incredible twelve outlets.<br /><br />The unit was also simple to mount to the wall. I just used a few screws that I had sitting around and some drywall anchors and had the plug mounted on the wall in minutes. I am not any sort of do-it-yourself expert.<br /><br />Finally, one of the really great—but perhaps less-noticed—features of this strip is its cord organizer. The clip on the bottom is an easy way to tuck away all of your cords and send them off in the same direction. Not only does that make it easier to, for example, use some other cord system on the bundle of plugs (like a tube or zip ties), it helps keep the cords neat even if you don't use any other cord-management tools.<br /><br />This is particularly useful if, for example, you're using this strip for an aquarium or other water-related project, because the clip helps you make a drip loop without having to add more holes to the wall, etc.<br /><br />In sum, this is a great power strip. I strongly recommend it to others."
11301,11302,__label2__,5,N,Electronics,B001FSIT9K,"Coosh Headphones, White, 1-Count (Discontinued by Manufacturer)","Great Sound, Great price.","Got it off one of those daily deal websites, forgot which one.<br />Totally didn't expect it came with mic. The sound was very good, not bad for a ear-bud that doesn't cost much."
